1438181173	1000	250
1438181177	2000	250
1438181182	3000	200
1438181186	4000	250
1438181190	5000	250
1438181195	6000	200
1438181199	7000	250
1438181203	8000	250
1438181207	9000	250
1438181211	10000	250
1438181216	11000	200
1438181221	12000	200
1438181225	13000	250
1438181230	14000	200
1438181235	15000	200
1438181240	16000	200
1438181245	17000	200
1438181251	18000	166.667
1438181256	19000	200
1438181262	20000	166.667
1438181266	21000	250
1438181272	22000	166.667
1438181277	23000	200
1438181282	24000	200
