 # Wed Oct  8 00:56:13 2014
 # MMHT 2014 LO PDF grid for eigenvector    25.000000000000000     
 # distance(t),tolerance(T) =    1.0000000000000000        3.7922734514542573     
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.58831
 # alphaS(MZ) = 0.13500
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  1.1973E+01  8.0537E-01  8.0763E-01  4.4774E-01  0.0000E+00  0.0000E+00  3.7346E-03  6.0139E-03 -8.0881E-07
  1.6567E+01  8.7011E-01  8.7245E-01  5.1419E-01  0.0000E+00  0.0000E+00  3.8003E-03  6.1615E-03 -9.4125E-07
  2.1181E+01  9.3631E-01  9.3870E-01  5.8167E-01  0.0000E+00  0.0000E+00  3.8508E-03  6.2756E-03 -1.0548E-06
  2.9399E+01  1.0575E+00  1.0600E+00  7.0463E-01  0.0000E+00  0.0000E+00  3.9208E-03  6.4337E-03 -1.2288E-06
  2.9399E+01  1.0575E+00  1.0600E+00  7.0463E-01  3.3799E-07  0.0000E+00  3.9208E-03  6.4337E-03 -1.2288E-06
  3.8309E+01  1.1959E+00  1.1985E+00  8.4449E-01  1.5032E-01  0.0000E+00  3.9807E-03  6.5695E-03 -1.3946E-06
  4.8850E+01  1.3653E+00  1.3680E+00  1.0153E+00  3.2581E-01  0.0000E+00  4.0386E-03  6.7008E-03 -1.5694E-06
  5.9694E+01  1.5449E+00  1.5476E+00  1.1960E+00  5.1052E-01  0.0000E+00  4.0886E-03  6.8146E-03 -1.7324E-06
  7.1770E+01  1.7505E+00  1.7533E+00  1.4027E+00  7.2100E-01  0.0000E+00  4.1367E-03  6.9240E-03 -1.8998E-06
  8.6539E+01  2.0092E+00  2.0120E+00  1.6625E+00  9.8473E-01  0.0000E+00  4.1879E-03  7.0405E-03 -2.0895E-06
  1.0110E+02  2.2712E+00  2.2740E+00  1.9255E+00  1.2510E+00  0.0000E+00  4.2324E-03  7.1421E-03 -2.2645E-06
  1.1685E+02  2.5613E+00  2.5642E+00  2.2165E+00  1.5452E+00  0.0000E+00  4.2755E-03  7.2403E-03 -2.4429E-06
  1.3051E+02  2.8184E+00  2.8213E+00  2.4743E+00  1.8054E+00  0.0000E+00  4.3097E-03  7.3184E-03 -2.5906E-06
  1.8314E+02  3.8477E+00  3.8508E+00  3.5060E+00  2.8449E+00  0.0000E+00  4.4218E-03  7.5746E-03 -3.1146E-06
  1.8314E+02  3.8477E+00  3.8508E+00  3.5060E+00  2.8449E+00  1.0263E-07  4.4218E-03  7.5746E-03 -3.1146E-06
  1.9590E+02  4.1098E+00  4.1129E+00  3.7686E+00  3.1091E+00  3.1197E-01  4.4458E-03  7.6295E-03 -3.2350E-06
  2.3633E+02  4.9680E+00  4.9712E+00  4.6282E+00  3.9734E+00  1.2062E+00  4.5166E-03  7.7914E-03 -3.6058E-06
  2.8419E+02  6.0145E+00  6.0178E+00  5.6762E+00  5.0261E+00  2.2929E+00  4.5905E-03  7.9604E-03 -4.0193E-06
  3.3297E+02  7.1120E+00  7.1154E+00  6.7749E+00  6.1291E+00  3.4258E+00  4.6578E-03  8.1143E-03 -4.4192E-06
  3.8753E+02  8.3728E+00  8.3763E+00  8.0370E+00  7.3953E+00  4.7214E+00  4.7259E-03  8.2701E-03 -4.8470E-06
  4.3701E+02  9.5433E+00  9.5469E+00  9.2086E+00  8.5702E+00  5.9201E+00  4.7826E-03  8.3997E-03 -5.2205E-06
  5.0237E+02  1.1126E+01  1.1130E+01  1.0793E+01  1.0158E+01  7.5362E+00  4.8516E-03  8.5575E-03 -5.6968E-06
  5.6511E+02  1.2680E+01  1.2684E+01  1.2348E+01  1.1717E+01  9.1195E+00  4.9129E-03  8.6974E-03 -6.1393E-06
  6.2677E+02  1.4239E+01  1.4243E+01  1.3908E+01  1.3280E+01  1.0704E+01  4.9692E-03  8.8261E-03 -6.5625E-06
  7.1094E+02  1.6413E+01  1.6417E+01  1.6083E+01  1.5459E+01  1.2910E+01  5.0410E-03  8.9899E-03 -7.1245E-06
  7.9613E+02  1.8663E+01  1.8667E+01  1.8334E+01  1.7713E+01  1.5190E+01  5.1087E-03  9.1445E-03 -7.6780E-06
