 # Tue Oct  7 23:30:21 2014
 # MMHT 2014 LO PDF grid for eigenvector    23.000000000000000     
 # distance(t),tolerance(T) =    1.7000000000000000        2.0603561221727786     
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.58831
 # alphaS(MZ) = 0.13500
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  1.3169E+01  8.1007E-01  8.1244E-01  3.9670E-01  0.0000E+00  0.0000E+00  3.8070E-03  6.2206E-03 -1.2493E-06
  1.7858E+01  8.8034E-01  8.8278E-01  4.6888E-01  0.0000E+00  0.0000E+00  3.8782E-03  6.3705E-03 -1.4517E-06
  2.2544E+01  9.5085E-01  9.5335E-01  5.4083E-01  0.0000E+00  0.0000E+00  3.9331E-03  6.4862E-03 -1.6249E-06
  3.0858E+01  1.0781E+00  1.0807E+00  6.7002E-01  0.0000E+00  0.0000E+00  4.0090E-03  6.6466E-03 -1.8899E-06
  3.0858E+01  1.0781E+00  1.0807E+00  6.7002E-01  3.5187E-07  0.0000E+00  4.0090E-03  6.6466E-03 -1.8899E-06
  3.9839E+01  1.2217E+00  1.2243E+00  8.1525E-01  1.5592E-01  0.0000E+00  4.0741E-03  6.7843E-03 -2.1420E-06
  5.0447E+01  1.3961E+00  1.3988E+00  9.9118E-01  3.3658E-01  0.0000E+00  4.1369E-03  6.9174E-03 -2.4074E-06
  6.1345E+01  1.5799E+00  1.5827E+00  1.1763E+00  5.2572E-01  0.0000E+00  4.1912E-03  7.0326E-03 -2.6547E-06
  7.3472E+01  1.7897E+00  1.7925E+00  1.3873E+00  7.4044E-01  0.0000E+00  4.2434E-03  7.1434E-03 -2.9083E-06
  8.8293E+01  2.0527E+00  2.0556E+00  1.6516E+00  1.0086E+00  0.0000E+00  4.2989E-03  7.2614E-03 -3.1954E-06
  1.0290E+02  2.3184E+00  2.3213E+00  1.9184E+00  1.2787E+00  0.0000E+00  4.3472E-03  7.3642E-03 -3.4599E-06
  1.1868E+02  2.6121E+00  2.6151E+00  2.2132E+00  1.5766E+00  0.0000E+00  4.3939E-03  7.4637E-03 -3.7293E-06
  1.3238E+02  2.8720E+00  2.8750E+00  2.4739E+00  1.8398E+00  0.0000E+00  4.4309E-03  7.5426E-03 -3.9523E-06
  1.8511E+02  3.9104E+00  3.9135E+00  3.5149E+00  2.8886E+00  0.0000E+00  4.5524E-03  7.8017E-03 -4.7420E-06
  1.8511E+02  3.9104E+00  3.9135E+00  3.5149E+00  2.8886E+00  1.0350E-07  4.5524E-03  7.8017E-03 -4.7420E-06
  1.9788E+02  4.1744E+00  4.1776E+00  3.7795E+00  3.1548E+00  3.1457E-01  4.5785E-03  7.8572E-03 -4.9232E-06
  2.3836E+02  5.0382E+00  5.0414E+00  4.6448E+00  4.0248E+00  1.2154E+00  4.6551E-03  8.0208E-03 -5.4807E-06
  2.8627E+02  6.0904E+00  6.0937E+00  5.6987E+00  5.0834E+00  2.3088E+00  4.7351E-03  8.1915E-03 -6.1016E-06
  3.3508E+02  7.1928E+00  7.1963E+00  6.8026E+00  6.1914E+00  3.4476E+00  4.8079E-03  8.3469E-03 -6.7014E-06
  3.8969E+02  8.4586E+00  8.4621E+00  8.0698E+00  7.4627E+00  4.7491E+00  4.8815E-03  8.5042E-03 -7.3421E-06
  4.3920E+02  9.6331E+00  9.6367E+00  9.2455E+00  8.6418E+00  5.9526E+00  4.9428E-03  8.6351E-03 -7.9011E-06
  5.0460E+02  1.1221E+01  1.1224E+01  1.0834E+01  1.0235E+01  7.5743E+00  5.0173E-03  8.7942E-03 -8.6131E-06
  5.6737E+02  1.2779E+01  1.2783E+01  1.2394E+01  1.1798E+01  9.1625E+00  5.0834E-03  8.9354E-03 -9.2738E-06
  6.2906E+02  1.4342E+01  1.4346E+01  1.3958E+01  1.3365E+01  1.0752E+01  5.1442E-03  9.0651E-03 -9.9053E-06
  7.1327E+02  1.6521E+01  1.6525E+01  1.6138E+01  1.5549E+01  1.2963E+01  5.2216E-03  9.2303E-03 -1.0743E-05
  7.9850E+02  1.8775E+01  1.8779E+01  1.8393E+01  1.7807E+01  1.5248E+01  5.2946E-03  9.3861E-03 -1.1567E-05
  8.8379E+02  2.1077E+01  2.1081E+01  2.0696E+01  2.0114E+01  1.7577E+01  5.3632E-03  9.5325E-03 -1.2372E-05
  9.7436E+02  2.3567E+01  2.3571E+01  2.3188E+01  2.2609E+01  2.0095E+01  5.4321E-03  9.6793E-03 -1.3208E-05
  1.0681E+03  2.6193E+01  2.6198E+01  2.5816E+01  2.5239E+01  2.2747E+01  5.4998E-03  9.8234E-03 -1.4058E-05
  1.1618E+03  2.8864E+01  2.8868E+01  2.8487E+01  2.7913E+01  2.5442E+01  5.5640E-03  9.9603E-03 -1.4891E-05
  1.2543E+03  3.1538E+01  3.1542E+01  3.1162E+01  3.0591E+01  2.8138E+01  5.6248E-03  1.0090E-02 -1.5701E-05
  1.3516E+03  3.4398E+01  3.4402E+01  3.4023E+01  3.3454E+01  3.1020E+01  5.6862E-03  1.0220E-02 -1.6541E-05
  1.4514E+03  3.7372E+01  3.7376E+01  3.6998E+01  3.6432E+01  3.4016E+01  5.7467E-03  1.0349E-02 -1.7392E-05
  1.5501E+03  4.0353E+01  4.0358E+01  3.9980E+01  3.9417E+01  3.7017E+01  5.8045E-03  1.0472E-02 -1.8224E-05
  1.6469E+03  4.3318E+01  4.3323E+01  4.2946E+01  4.2384E+01  4.0001E+01  5.8593E-03  1.0588E-02 -1.9032E-05
  1.7480E+03  4.6452E+01  4.6456E+01  4.6080E+01  4.5521E+01  4.3153E+01  5.9149E-03  1.0706E-02 -1.9867E-05
  1.8513E+03  4.9689E+01  4.9694E+01  4.9318E+01  4.8761E+01  4.6408E+01  5.9700E-03  1.0823E-02 -2.0712E-05
  1.9529E+03  5.2914E+01  5.2919E+01  5.2544E+01  5.1989E+01  4.9651E+01  6.0227E-03  1.0934E-02 -2.1538E-05
  2.0523E+03  5.6100E+01  5.6105E+01  5.5731E+01  5.5178E+01  5.2852E+01  6.0729E-03  1.1041E-02 -2.2339E-05
  2.1555E+03  5.9445E+01  5.9450E+01  5.9077E+01  5.8525E+01  5.6214E+01  6.1240E-03  1.1149E-02 -2.3166E-05
  2.2604E+03  6.2879E+01  6.2884E+01  6.2512E+01  6.1962E+01  5.9663E+01  6.1746E-03  1.1256E-02 -2.4002E-05
  2.3635E+03  6.6286E+01  6.6291E+01  6.5919E+01  6.5372E+01  6.3085E+01  6.2233E-03  1.1359E-02 -2.4818E-05
  2.4639E+03  6.9637E+01  6.9642E+01  6.9271E+01  6.8725E+01  6.6450E+01  6.2698E-03  1.1457E-02 -2.5609E-05
  2.5680E+03  7.3138E+01  7.3143E+01  7.2772E+01  7.2228E+01  6.9964E+01  6.3171E-03  1.1557E-02 -2.6424E-05
  2.6738E+03  7.6731E+01  7.6736E+01  7.6366E+01  7.5823E+01  7.3572E+01  6.3642E-03  1.1657E-02 -2.7250E-05
  2.7771E+03  8.0268E+01  8.0273E+01  7.9904E+01  7.9362E+01  7.7122E+01  6.4095E-03  1.1752E-02 -2.8053E-05
  2.8778E+03  8.3748E+01  8.3753E+01  8.3384E+01  8.2844E+01  8.0614E+01  6.4529E-03  1.1844E-02 -2.8834E-05
  2.9819E+03  8.7370E+01  8.7375E+01  8.7007E+01  8.6468E+01  8.4248E+01  6.4970E-03  1.1937E-02 -2.9637E-05
  1.0227E+01  7.6155E-01  7.6478E-01  3.7308E-01  0.0000E+00  0.0000E+00  4.6365E-03  7.9389E-03 -3.2347E-06
  1.4066E+01  8.1545E-01  8.1878E-01  4.2883E-01  0.0000E+00  0.0000E+00  4.7268E-03  8.1332E-03 -3.7668E-06
  1.7915E+01  8.7058E-01  8.7398E-01  4.8535E-01  0.0000E+00  0.0000E+00  4.7965E-03  8.2833E-03 -4.2107E-06
  2.4740E+01  9.7145E-01  9.7496E-01  5.8810E-01  0.0000E+00  0.0000E+00  4.8930E-03  8.4911E-03 -4.8733E-06
  2.4740E+01  9.7145E-01  9.7496E-01  5.8810E-01  2.8211E-07  0.0000E+00  4.8930E-03  8.4911E-03 -4.8733E-06
  3.2089E+01  1.0864E+00  1.0900E+00  7.0458E-01  1.2528E-01  0.0000E+00  4.9758E-03  8.6695E-03 -5.4882E-06
  4.0726E+01  1.2265E+00  1.2302E+00  8.4624E-01  2.7095E-01  0.0000E+00  5.0558E-03  8.8419E-03 -6.1224E-06
  4.9553E+01  1.3746E+00  1.3783E+00  9.9554E-01  4.2364E-01  0.0000E+00  5.1251E-03  8.9912E-03 -6.7032E-06
  5.9325E+01  1.5434E+00  1.5473E+00  1.1656E+00  5.9689E-01  0.0000E+00  5.1917E-03  9.1347E-03 -7.2898E-06
  7.1201E+01  1.7550E+00  1.7589E+00  1.3784E+00  8.1299E-01  0.0000E+00  5.2626E-03  9.2875E-03 -7.9445E-06
  8.2843E+01  1.9683E+00  1.9723E+00  1.5928E+00  1.0302E+00  0.0000E+00  5.3244E-03  9.4205E-03 -8.5401E-06
  9.5356E+01  2.2036E+00  2.2077E+00  1.8291E+00  1.2692E+00  0.0000E+00  5.3842E-03  9.5493E-03 -9.1395E-06
  1.0617E+02  2.4113E+00  2.4154E+00  2.0376E+00  1.4797E+00  0.0000E+00  5.4317E-03  9.6515E-03 -9.6309E-06
  1.4743E+02  3.2370E+00  3.2412E+00  2.8658E+00  2.3145E+00  0.0000E+00  5.5875E-03  9.9867E-03 -1.1341E-05
  1.4743E+02  3.2370E+00  3.2412E+00  2.8658E+00  2.3145E+00  8.2083E-08  5.5875E-03  9.9867E-03 -1.1341E-05
  1.5734E+02  3.4458E+00  3.4501E+00  3.0752E+00  2.5253E+00  2.4939E-01  5.6209E-03  1.0059E-02 -1.1727E-05
  1.8859E+02  4.1267E+00  4.1311E+00  3.7576E+00  3.2116E+00  9.6071E-01  5.7194E-03  1.0270E-02 -1.2905E-05
  2.2526E+02  4.9511E+00  4.9556E+00  4.5835E+00  4.0416E+00  1.8189E+00  5.8223E-03  1.0491E-02 -1.4197E-05
  2.6235E+02  5.8097E+00  5.8143E+00  5.4436E+00  4.9053E+00  2.7074E+00  5.9160E-03  1.0692E-02 -1.5429E-05
