1438181375	1000	200
1438181379	2000	250
1438181384	3000	200
1438181391	4000	142.857
1438181398	5000	142.857
1438181407	6000	111.111
1438181413	7000	166.667
1438181420	8000	142.857
1438181426	9000	166.667
1438181431	10000	200
1438181438	11000	142.857
1438181445	12000	142.857
1438181452	13000	142.857
1438181458	14000	166.667
1438181464	15000	166.667
1438181471	16000	142.857
1438181477	17000	166.667
1438181485	18000	125
1438181492	19000	142.857
1438181500	20000	125
1438181507	21000	142.857
1438181514	22000	142.857
1438181521	23000	142.857
1438181528	24000	142.857
